Asset_Identifier,Asset_Popularity_With_Funds,Asset_Risk_Type,Asset_Marketing_Proportion_Index,Asset_Type,Asset_Price,Office_Identifier,Office_Establishment_Year,Office_Scale,Office_Location_Type,Office_Type,Asset_Office_Sales,Office_Year,Asset
FDR22,19.35,1,0.01863822,13,110.2544,OFF018,2009,1,2,2,1677.816,4,Bonds
NCP42,8.51,0,0.016176344,9,192.1478,OFF018,2009,1,2,2,1937.478,4,Private Equity
FDK38,6.65,0,0.089196394,3,147.0734,OFF010,1998,2,2,0,296.9468,15,Bonds
NCC43,7.39,0,0.092782895,9,252.6066,OFF046,1997,2,0,1,2259.0594,16,Private Equity
FDH57,10.895,0,0.0358031,6,130.3284,OFF049,1999,1,0,1,2504.7396,14,Bonds
FDQ25,8.63,1,0.028271345,3,170.5422,OFF035,2004,2,1,1,2069.3064,9,Bonds
FDA11,7.75,0,0.043238822,0,92.5436,OFF046,1997,2,0,1,1701.7848,16,Bonds
FDG31,12.15,0,0.037955309,10,62.8826,OFF049,1999,1,0,1,710.4086,14,Bonds
FDW28,18.25,0,0.089186083,5,194.3452,OFF018,2009,1,2,2,4502.1396,4,Bonds
FDV14,19.85,0,0.044566659,4,88.5856,OFF049,1999,1,0,1,703.0848,14,Bonds
FDB60,9.3,0,0.028638276,0,195.8136,OFF018,2009,1,2,2,2138.5496,4,Bonds
FDU43,19.35,1,0.057762301,6,237.3564,OFF027,1985,1,2,3,2145.2076,28,Bonds
DRH11,5.98,0,0.075711199,7,55.6614,OFF045,2002,2,1,1,331.5684,11,ETF
FDC48,9.195,0,0.027767577,0,82.1592,OFF019,1985,2,0,0,412.796,28,Bonds
DRK39,7.02,0,0.049865399,4,82.925,OFF046,1997,2,0,1,1165.15,16,ETF
FDB20,7.72,0,0.052061483,6,76.7986,OFF049,1999,1,0,1,1324.2762,14,Bonds
FDE51,5.925,1,0.096387053,4,45.6086,OFF013,1987,0,2,1,356.8688,26,Bonds
FDX36,9.695,1,0.128176489,0,224.8404,OFF013,1987,0,2,1,3600.6464,26,Bonds
NCT29,12.6,0,0.064110725,8,122.3414,OFF046,1997,2,0,1,243.6828,16,Private Equity
FDU45,15.6,1,0.035561344,13,112.1518,OFF049,1999,1,0,1,1821.6288,14,Bonds
FDF56,16.7,1,0.119647957,6,180.9976,OFF049,1999,1,0,1,4165.2448,14,Bonds
FDW07,18,1,0.238831875,6,88.2514,OFF010,1998,2,2,0,88.5514,15,Bonds
FDR52,12.65,1,0.075676339,5,190.4846,OFF027,1985,1,2,3,8789.8916,28,Bonds
FDB45,20.85,0,0.021416681,6,104.6306,OFF018,2009,1,2,2,1149.8366,4,Bonds
NCT42,5.88,0,0.024766802,9,151.0392,OFF027,1985,1,2,3,3281.0624,28,Private Equity
FDP52,18.7,1,0.070691729,5,230.201,OFF046,1997,2,0,1,5742.525,16,Bonds
FDI50,8.42,1,0.030693309,3,228.0352,OFF027,1985,1,2,3,10306.584,28,Bonds
FDU48,18.85,0,0.055671582,0,133.3284,OFF017,2007,2,1,1,263.6568,6,Bonds
FDS43,11.65,0,0.040507228,6,186.924,OFF035,2004,2,1,1,2237.088,9,Bonds
NCM41,16.5,0,0.035626319,8,93.112,OFF013,1987,0,2,1,932.12,26,Private Equity
FDP37,15.6,0,0.143688905,2,128.1994,OFF018,2009,1,2,2,2184.4898,4,Bonds
FDJ44,12.3,1,0.106542886,6,173.2396,OFF045,2002,2,1,1,3139.9128,11,Bonds
FDY38,13.6,1,0.208662546,4,231.83,OFF019,1985,2,0,0,466.06,28,Bonds
FDC20,10.65,0,0.024107056,6,56.6272,OFF017,2007,2,1,1,447.4176,6,Bonds
FDF02,16.2,0,0.104058452,3,102.499,OFF017,2007,2,1,1,2063.98,6,Bonds
FDX38,10.5,1,0.048403392,4,48.2376,OFF018,2009,1,2,2,527.3136,4,Bonds
FDN50,16.85,1,0.026391403,3,92.812,OFF027,1985,1,2,3,2609.936,28,Bonds
FDA07,7.55,1,0.031007381,6,123.4072,OFF045,2002,2,1,1,2082.6224,11,Bonds
FDT49,7,0,0.150672399,3,104.728,OFF027,1985,1,2,3,2450.144,28,Bonds
FDA09,13.35,1,0.149598628,13,179.466,OFF049,1999,1,0,1,3775.086,14,Bonds
FDV43,16,0,0.077290355,6,44.5086,OFF017,2007,2,1,1,713.7376,6,Bonds
FDK58,11.35,1,0.078758649,13,103.0016,OFF019,1985,2,0,0,202.4032,28,Bonds
FDL22,16.85,0,0.036359891,13,90.7488,OFF013,1987,0,2,1,2263.72,26,Bonds
FDP56,8.185,0,0.046747071,6,49.9692,OFF017,2007,2,1,1,837.5764,6,Bonds
DRL47,19.7,0,0.038707694,7,125.9362,OFF049,1999,1,0,1,1635.8706,14,ETF
NCT17,10.8,0,0.041865848,8,189.7214,OFF046,1997,2,0,1,5841.0634,16,Private Equity
FDR12,12.6,1,0.031713126,0,172.5764,OFF017,2007,2,1,1,1030.6584,6,Bonds
FDD39,16.7,0,0.07044068,4,216.885,OFF018,2009,1,2,2,6275.165,4,Bonds
FDG04,13.1,0,0.006087409,5,185.0898,OFF018,2009,1,2,2,1870.898,4,Bonds
FDV19,14.85,1,0.035456465,6,162.2578,OFF017,2007,2,1,1,3690.5294,6,Bonds
FDS55,7.02,0,0.142107998,6,150.3734,OFF019,1985,2,0,0,296.9468,28,Bonds
FDM50,13,1,0.030064132,3,58.022,OFF013,1987,0,2,1,898.83,26,Bonds
DRF13,12.1,0,0.029781363,14,146.9444,OFF046,1997,2,0,1,1596.5884,16,ETF
FDJ48,11.3,0,0.056387854,0,245.4118,OFF013,1987,0,2,1,6669.3186,26,Bonds
FDM20,10,0,0.038653608,6,245.4144,OFF013,1987,0,2,1,7105.4176,26,Bonds
FDP24,20.6,0,0.083172413,0,121.0756,OFF045,2002,2,1,1,1696.4584,11,Bonds
FDC16,11.5,1,0.020565921,4,86.054,OFF035,2004,2,1,1,1384.864,9,Bonds
NCB42,11.8,0,0.008609602,8,114.8492,OFF017,2007,2,1,1,1390.1904,6,Private Equity
FDN01,8.895,0,0.121180705,2,177.037,OFF010,1998,2,2,0,176.437,15,Bonds
FDT34,9.3,0,0.174703862,13,104.0964,OFF045,2002,2,1,1,1788.3388,11,Bonds
FDA52,16.2,1,0.127800388,5,177.037,OFF027,1985,1,2,3,4587.362,28,Bonds
NCC18,19.1,0,0.296713665,9,171.8422,OFF010,1998,2,2,0,1034.6532,15,Private Equity
NCR41,17.85,0,0.018125948,8,94.9094,OFF017,2007,2,1,1,761.6752,6,Private Equity
FDX23,6.445,0,0.029859711,0,94.1436,OFF017,2007,2,1,1,1418.154,6,Bonds
FDP39,12.65,0,0.116203156,10,53.5324,OFF010,1998,2,2,0,415.4592,15,Bonds
NCH07,13.15,0,0.09264951,9,157.8604,OFF035,2004,2,1,1,3803.0496,9,Private Equity
FDW47,15,0,0.081197035,1,121.7414,OFF019,1985,2,0,0,365.5242,28,Bonds
DRD13,15,0,0.049070183,14,61.9168,OFF035,2004,2,1,1,767.0016,9,ETF
FDR48,11.65,0,0.131394793,0,151.9024,OFF013,1987,0,2,1,1669.8264,26,Bonds
FDE17,20.1,1,0.05453008,5,152.2366,OFF010,1998,2,2,0,151.1366,15,Bonds
FDP60,17.35,0,0.055965898,0,102.9016,OFF046,1997,2,0,1,1922.8304,16,Bonds
FDD57,18.1,0,0.022526293,6,95.0094,OFF017,2007,2,1,1,1713.7692,6,Bonds
FDW13,8.5,0,0.163838951,3,51.3324,OFF010,1998,2,2,0,311.5944,15,Bonds
FDN24,14.1,0,0.11349714,0,56.1956,OFF045,2002,2,1,1,1364.89,11,Bonds
FDJ34,11.8,1,0.094185483,13,126.2704,OFF017,2007,2,1,1,2002.7264,6,Bonds
FDD46,6.035,0,0.14113846,13,155.0998,OFF013,1987,0,2,1,3691.1952,26,Bonds
FDF46,7.07,0,0.164006137,13,113.2834,OFF019,1985,2,0,0,575.917,28,Bonds
NCE43,12.5,0,0.17314115,9,168.4448,OFF010,1998,2,2,0,170.4448,15,Private Equity
FDN27,20.85,0,0.039555016,10,116.8808,OFF035,2004,2,1,1,820.2656,9,Bonds
FDW52,14,1,0.037580877,5,162.6526,OFF049,1999,1,0,1,4275.7676,14,Bonds
DRH03,17.25,0,0.035064318,4,92.412,OFF046,1997,2,0,1,1304.968,16,ETF
NCM29,11.5,0,0.017678008,8,129.2626,OFF045,2002,2,1,1,1705.1138,11,Private Equity
FDR58,6.675,0,0.041986639,13,93.2462,OFF049,1999,1,0,1,1480.7392,14,Bonds
FDY50,5.8,0,0.130955811,4,90.3172,OFF046,1997,2,0,1,1338.258,16,Bonds
FDE16,8.895,0,0.026492726,5,208.4954,OFF017,2007,2,1,1,6251.862,6,Bonds
NCE31,7.67,0,0.185130961,9,32.9216,OFF049,1999,1,0,1,588.5672,14,Private Equity
FDE53,10.895,0,0.026934673,5,106.128,OFF045,2002,2,1,1,319.584,11,Bonds
DRK11,8.21,0,0.012390879,7,148.2392,OFF045,2002,2,1,1,1491.392,11,ETF
DRH13,8.575,0,0.023866079,14,107.128,OFF013,1987,0,2,1,958.752,26,ETF
FDA11,7.75,0,0.043414959,0,93.1436,OFF018,2009,1,2,2,1418.154,4,Bonds
DRL35,15.7,0,0.030554947,7,41.877,OFF027,1985,1,2,3,1125.202,28,ETF
DRF36,16.1,0,0.023463124,14,190.6846,OFF027,1985,1,2,3,9554.23,28,ETF
FDI07,12.35,1,0.033951827,10,197.2426,OFF017,2007,2,1,1,2966.139,6,Bonds
FDI32,17.7,0,0.174228338,6,117.1834,OFF013,1987,0,2,1,691.1004,26,Bonds
DRL60,8.52,0,0.027169589,14,151.0682,OFF018,2009,1,2,2,1829.6184,4,ETF
NCY17,18.2,0,0.1630653,8,43.3086,OFF035,2004,2,1,1,758.3462,9,Private Equity
DRH36,16.2,0,0.058444176,14,73.0696,OFF019,1985,2,0,0,223.7088,28,ETF
FDX02,16,0,0.057049301,4,225.9404,OFF035,2004,2,1,1,1350.2424,9,Bonds
FDG46,8.63,1,0.032960823,13,115.0518,OFF049,1999,1,0,1,1366.2216,14,Bonds
FDM60,10.8,1,0.048233614,0,40.7138,OFF017,2007,2,1,1,406.138,6,Bonds
FDJ22,18.75,0,0.053025371,13,192.5504,OFF018,2009,1,2,2,2109.2544,4,Bonds
FDU59,5.78,0,0.096306016,1,161.9552,OFF013,1987,0,2,1,2111.9176,26,Bonds
FDL38,13.8,1,0.014762987,3,90.7172,OFF045,2002,2,1,1,1338.258,11,Bonds
FDZ23,17.75,1,0.067446626,0,184.724,OFF013,1987,0,2,1,1677.816,26,Bonds
FDX52,11.5,1,0.042173667,5,194.682,OFF018,2009,1,2,2,2316.984,4,Bonds
NCB42,11.8,0,0.008578539,8,117.6492,OFF045,2002,2,1,1,1158.492,11,Private Equity
NCU18,15.1,0,0.056155909,9,140.5496,OFF017,2007,2,1,1,2681.8424,6,Private Equity
FDI32,17.7,0,0.305305397,6,116.6834,OFF019,1985,2,0,0,460.7336,28,Bonds
DRZ11,8.85,1,0.112571187,14,122.0388,OFF013,1987,0,2,1,1609.9044,26,ETF
NCL54,12.6,0,0.083221904,9,174.5054,OFF017,2007,2,1,1,2626.581,6,Private Equity
FDS19,13.8,1,0.064195136,6,75.8012,OFF035,2004,2,1,1,1138.518,9,Bonds
DRB13,6.115,1,0.007055292,14,188.653,OFF049,1999,1,0,1,3605.307,14,ETF
DRI51,17.25,0,0.070703828,4,170.3764,OFF010,1998,2,2,0,343.5528,15,ETF
FDS57,15.5,0,0.102941345,13,142.047,OFF027,1985,1,2,3,2719.793,28,Bonds
FDT39,6.26,1,0.009887927,10,150.7366,OFF045,2002,2,1,1,2418.1856,11,Bonds
FDH48,13.5,0,0.101231721,0,86.254,OFF010,1998,2,2,0,173.108,15,Bonds
NCB18,19.6,0,0.069112952,9,90.1514,OFF010,1998,2,2,0,442.757,15,Private Equity
FDR25,17,1,0.138846289,3,263.7884,OFF027,1985,1,2,3,1324.942,28,Bonds
FDV21,11.5,0,0.171050595,13,126.3704,OFF035,2004,2,1,1,3880.2824,9,Bonds
DRH23,14.65,0,0.202581773,7,54.9614,OFF049,1999,1,0,1,552.614,14,ETF
FDS52,8.89,0,0.005496816,5,102.8016,OFF018,2009,1,2,2,1012.016,4,Bonds
NCC31,8.02,0,0.033259081,9,154.2972,OFF010,1998,2,2,0,1090.5804,15,Private Equity
FDU03,18.7,1,0.092095924,10,183.3292,OFF017,2007,2,1,1,2006.7212,6,Bonds
FDG50,7.405,0,0.015295536,3,89.7146,OFF049,1999,1,0,1,547.2876,14,Bonds
FDY31,5.98,0,0.043526599,6,148.4418,OFF013,1987,0,2,1,2354.2688,26,Bonds
FDX39,14.3,1,0.049435598,10,209.7586,OFF027,1985,1,2,3,5487.5236,28,Bonds
FDE46,18.6,0,0.027610698,13,149.5366,OFF019,1985,2,0,0,604.5464,28,Bonds
NCN29,15.2,0,0.012141036,8,48.7034,OFF045,2002,2,1,1,680.4476,11,Private Equity
DRF13,12.1,0,0.029949818,14,146.3444,OFF017,2007,2,1,1,3773.7544,6,ETF
FDT46,11.35,0,0.053939315,13,52.1008,OFF019,1985,2,0,0,50.6008,28,Bonds
FDS58,9.285,1,0.021020065,13,161.5578,OFF046,1997,2,0,1,4653.2762,16,Bonds
FDX52,11.5,1,0.073541072,5,192.282,OFF019,1985,2,0,0,386.164,28,Bonds
FDP27,8.155,0,0.199935881,10,188.453,OFF010,1998,2,2,0,379.506,15,Bonds
FDX44,9.3,0,0.043033346,6,89.4172,OFF049,1999,1,0,1,1159.8236,14,Bonds
DRO35,13.85,0,0.034570357,7,117.4492,OFF046,1997,2,0,1,3243.7776,16,ETF
FDC59,16.7,1,0.054739692,15,65.7168,OFF045,2002,2,1,1,1086.5856,11,Bonds
FDB12,11.15,1,0.105471384,0,105.8648,OFF049,1999,1,0,1,1973.4312,14,Bonds
FDU26,16.7,1,0.042610897,4,117.2782,OFF035,2004,2,1,1,715.0692,9,Bonds
NCF30,17,0,0.126758324,9,124.5362,OFF018,2009,1,2,2,1132.5258,4,Private Equity
FDX20,7.365,0,0.042524835,6,228.372,OFF013,1987,0,2,1,4527.44,26,Bonds
FDN02,16.5,0,0.073813788,3,207.2638,OFF035,2004,2,1,1,5383.6588,9,Bonds
DRC27,13.8,0,0.097251621,4,245.7802,OFF010,1998,2,2,0,245.6802,15,ETF
FDZ38,17.6,0,0.014008751,4,171.3422,OFF019,1985,2,0,0,862.211,28,Bonds
DRH25,18.7,0,0.02442574,14,52.9324,OFF010,1998,2,2,0,51.9324,15,ETF
FDK21,7.905,0,0.010012319,13,250.4408,OFF046,1997,2,0,1,3004.0896,16,Bonds
FDT01,13.65,1,0.184454044,3,211.4902,OFF049,1999,1,0,1,4035.4138,14,Bonds
FDZ09,17.6,0,0.105042025,13,163.8868,OFF049,1999,1,0,1,3111.9492,14,Bonds
DRL37,15.5,0,0.053589594,14,44.177,OFF018,2009,1,2,2,173.108,4,ETF
FDN49,17.25,1,0.125734578,2,41.748,OFF018,2009,1,2,2,199.74,4,Bonds
FDC22,6.89,1,0.136705075,13,194.882,OFF045,2002,2,1,1,4440.886,11,Bonds
FDT33,7.81,1,0.03412912,13,165.1158,OFF018,2009,1,2,2,1838.2738,4,Bonds
NCB43,20.2,0,0.100319317,9,188.6898,OFF018,2009,1,2,2,3367.6164,4,Private Equity
DRI25,19.6,0,0.033737273,14,56.6614,OFF027,1985,1,2,3,607.8754,28,ETF
FDD21,10.3,1,0.030569229,6,113.1176,OFF046,1997,2,0,1,4695.2216,16,Bonds
FDS23,4.635,0,0.14086247,1,126.4994,OFF035,2004,2,1,1,1670.4922,9,Bonds
FDS13,6.465,0,0.208397715,3,265.2884,OFF010,1998,2,2,0,264.9884,15,Bonds
DRI03,6.03,0,0.039751236,4,176.9028,OFF019,1985,2,0,0,708.4112,28,ETF
FDU58,6.61,1,0.033891765,13,186.4898,OFF045,2002,2,1,1,2993.4368,11,Bonds
FDL09,19.6,1,0.127416049,13,167.4816,OFF027,1985,1,2,3,1006.6896,28,Bonds
FDS12,9.1,0,0.291438755,0,126.8362,OFF010,1998,2,2,0,125.8362,15,Bonds
FDP03,5.15,1,0.06112617,10,122.5388,OFF013,1987,0,2,1,371.5164,26,Bonds
FDI21,5.59,1,0.056328717,13,63.9168,OFF027,1985,1,2,3,1597.92,28,Bonds
FDW45,18,0,0.03901099,13,147.7418,OFF046,1997,2,0,1,4119.9704,16,Bonds
NCA18,10.1,0,0.093862362,9,115.9492,OFF010,1998,2,2,0,231.6984,15,Private Equity
FDN32,17.5,0,0.015485016,6,185.6266,OFF027,1985,1,2,3,4979.5182,28,Bonds
FDR15,9.3,1,0.033276066,10,153.8314,OFF027,1985,1,2,3,3723.1536,28,Bonds
DRK11,8.21,0,0.010781158,7,149.9392,OFF049,1999,1,0,1,1938.8096,14,ETF
DRG49,7.81,0,0.067730081,14,242.6486,OFF018,2009,1,2,2,2199.1374,4,ETF
FDD29,12.15,0,0.018410515,5,252.1698,OFF046,1997,2,0,1,2283.0282,16,Bonds
FDE33,19.35,1,0.083079826,6,80.3644,OFF010,1998,2,2,0,157.1288,15,Bonds
FDJ58,15.6,1,0.176244038,13,173.6764,OFF010,1998,2,2,0,515.3292,15,Bonds
FDM46,7.365,0,0.160216552,13,93.512,OFF049,1999,1,0,1,1677.816,14,Bonds
FDD23,9.5,1,0.048676324,15,187.7898,OFF035,2004,2,1,1,2057.9878,9,Bonds
DRM35,9.695,0,0.070103425,7,179.4344,OFF027,1985,1,2,3,5888.3352,28,ETF
DRC25,5.73,0,0.045556681,14,85.3882,OFF018,2009,1,2,2,1288.323,4,ETF
FDL36,15.1,0,0.076193763,0,89.783,OFF049,1999,1,0,1,2247.075,14,Bonds
FDD41,6.765,1,0.087187488,5,105.5306,OFF013,1987,0,2,1,1567.959,26,Bonds
FDV19,14.85,1,0.035311852,6,160.9578,OFF049,1999,1,0,1,4813.734,14,Bonds
FDR44,6.11,1,0.103080901,6,131.2968,OFF049,1999,1,0,1,1957.452,14,Bonds
FDX50,20.1,0,0.075049323,4,110.4228,OFF017,2007,2,1,1,1105.228,6,Bonds
DRC25,5.73,0,0.045463871,14,85.2882,OFF045,2002,2,1,1,2061.3168,11,ETF
FDA15,9.3,0,0.015944801,4,249.5092,OFF027,1985,1,2,3,6474.2392,28,Bonds
FDX22,6.785,1,0.022974812,13,208.7928,OFF046,1997,2,0,1,5890.9984,16,Bonds
FDJ50,8.645,0,0.021629781,3,51.9982,OFF045,2002,2,1,1,999.3658,11,Bonds
FDT13,14.85,0,0.032516546,3,188.8214,OFF019,1985,2,0,0,753.6856,28,Bonds
FDN12,15.6,0,0.081036436,0,112.3544,OFF013,1987,0,2,1,2572.6512,26,Bonds
FDD58,7.76,0,0.059472609,13,98.77,OFF045,2002,2,1,1,1298.31,11,Bonds
FDM04,9.195,1,0.047081398,5,51.1666,OFF013,1987,0,2,1,1179.1318,26,Bonds
FDA23,9.8,0,0.047260402,0,102.8016,OFF049,1999,1,0,1,1922.8304,14,Bonds
FDW28,18.25,0,0.148673586,5,197.2452,OFF010,1998,2,2,0,195.7452,15,Bonds
FDA45,21.25,0,0.156012631,13,177.337,OFF018,2009,1,2,2,2822.992,4,Bonds
NCO26,7.235,0,0.077011493,9,117.3492,OFF045,2002,2,1,1,1506.0396,11,Private Equity
FDV26,20.25,1,0.07614605,4,197.0794,OFF035,2004,2,1,1,4681.9056,9,Bonds
FDC50,15.85,0,0.135836915,3,93.8094,OFF027,1985,1,2,3,3237.1196,28,Bonds
NCV05,10.1,0,0.030062224,8,154.3656,OFF027,1985,1,2,3,2471.4496,28,Private Equity
FDW48,18,0,0.008575615,0,80.2618,OFF018,2009,1,2,2,644.4944,4,Bonds
FDS55,7.02,0,0.081096635,6,148.4734,OFF013,1987,0,2,1,3563.3616,26,Bonds
FDX32,15.1,1,0.100060762,6,144.0786,OFF045,2002,2,1,1,2600.6148,11,Bonds
FDC53,8.68,0,0.008834023,5,100.0384,OFF035,2004,2,1,1,2266.3832,9,Bonds
FDG35,21.2,1,0.007069662,15,175.7738,OFF018,2009,1,2,2,1911.5118,4,Bonds
NCC30,16.6,0,0.046161923,9,176.6344,OFF010,1998,2,2,0,356.8688,15,Private Equity
NCZ17,12.15,0,0.079592733,8,37.3506,OFF045,2002,2,1,1,645.1602,11,Private Equity
FDZ56,16.25,0,0.025776994,6,169.9474,OFF049,1999,1,0,1,2863.6058,14,Bonds
NCS05,11.5,0,0.020960615,8,133.2942,OFF013,1987,0,2,1,2649.884,26,Private Equity
DRC25,5.73,0,0.056184992,14,87.3882,OFF027,1985,1,2,3,1374.2112,28,ETF
FDW59,13.15,0,0.020715913,1,83.5566,OFF046,1997,2,0,1,1268.349,16,Bonds
FDB36,5.465,1,0.048801674,0,132.1626,OFF017,2007,2,1,1,1573.9512,6,Bonds
FDT37,14.15,0,0.041931874,3,253.7014,OFF045,2002,2,1,1,5865.0322,11,Bonds
FDG47,12.8,0,0.069605676,15,261.9252,OFF035,2004,2,1,1,4984.1788,9,Bonds
FDM45,8.655,1,0.088373591,13,119.3756,OFF045,2002,2,1,1,1454.1072,11,Bonds
FDQ40,11.1,1,0.035853059,5,176.8712,OFF027,1985,1,2,3,3691.1952,28,Bonds
FDF34,9.3,1,0.01404119,13,199.1084,OFF049,1999,1,0,1,396.8168,14,Bonds
FDP24,20.6,0,0.083473583,0,120.8756,OFF017,2007,2,1,1,1211.756,6,Bonds
FDT55,13.6,1,0.076434542,6,155.8946,OFF019,1985,2,0,0,473.3838,28,Bonds
FDH60,19.7,1,0.08073703,0,197.011,OFF046,1997,2,0,1,3338.987,16,Bonds
FDF57,14.5,1,0.066232452,6,169.6448,OFF035,2004,2,1,1,2045.3376,9,Bonds
NCX29,10,0,0.089152528,8,147.7102,OFF046,1997,2,0,1,437.4306,16,Private Equity
FDD34,7.945,0,0.015863075,13,161.821,OFF013,1987,0,2,1,2446.815,26,Bonds
FDQ15,20.35,1,0.151308326,10,81.7276,OFF049,1999,1,0,1,2030.69,14,Bonds
FDL12,15.85,1,0.121609722,0,60.222,OFF035,2004,2,1,1,539.298,9,Bonds
FDS22,16.85,1,0.023135131,13,44.8428,OFF013,1987,0,2,1,703.0848,26,Bonds
NCM29,11.5,0,0.017714096,8,132.9626,OFF018,2009,1,2,2,1442.7886,4,Private Equity
FDO24,11.1,0,0.195891883,0,156.4604,OFF049,1999,1,0,1,2376.906,14,Bonds
NCJ43,6.635,0,0.027069402,9,174.9396,OFF046,1997,2,0,1,1744.396,16,Private Equity
FDA37,7.81,1,0.055226755,3,123.1046,OFF046,1997,2,0,1,871.5322,16,Bonds
NCM07,9.395,0,0.040124625,11,85.1908,OFF018,2009,1,2,2,1342.2528,4,Private Equity
FDT49,7,0,0.151376958,3,108.228,OFF035,2004,2,1,1,1171.808,9,Bonds
FDP23,6.71,0,0.03558013,1,217.5166,OFF035,2004,2,1,1,4572.0486,9,Bonds
DRF51,15.75,0,0.166513779,4,38.0506,OFF018,2009,1,2,2,265.6542,4,ETF
NCZ41,19.85,0,0.06478563,8,123.7704,OFF017,2007,2,1,1,2503.408,6,Private Equity
DRJ11,9.5,0,0.085223447,7,189.2872,OFF049,1999,1,0,1,6050.7904,14,ETF
FDP37,15.6,0,0.143915417,2,127.5994,OFF017,2007,2,1,1,2441.4886,6,Bonds
FDT60,12,0,0.132275338,0,123.8388,OFF019,1985,2,0,0,123.8388,28,Bonds
FDA09,13.35,1,0.149338159,13,178.666,OFF035,2004,2,1,1,1797.66,9,Bonds
FDJ46,11.1,0,0.044823438,13,174.2054,OFF046,1997,2,0,1,1926.1594,16,Bonds
FDO48,15,1,0.02681843,0,219.7456,OFF013,1987,0,2,1,3094.6384,26,Bonds
FDS59,14.8,1,0.04407225,1,109.057,OFF018,2009,1,2,2,1428.141,4,Bonds
FDH44,19.1,1,0.025872153,6,145.7418,OFF046,1997,2,0,1,882.8508,16,Bonds
NCM05,6.825,0,0.059835659,8,264.3226,OFF035,2004,2,1,1,4229.1616,9,Private Equity
NCU06,17.6,0,0.13027716,9,228.001,OFF019,1985,2,0,0,1148.505,28,Private Equity
FDV13,17.35,1,0.027653795,3,88.0856,OFF049,1999,1,0,1,1318.284,14,Bonds
FDA23,9.8,0,0.04714777,0,102.4016,OFF013,1987,0,2,1,1720.4272,26,Bonds
FDJ60,19.35,1,0.062882112,0,164.1184,OFF017,2007,2,1,1,2807.0128,6,Bonds
FDN13,18.6,0,0.152294691,2,98.9358,OFF049,1999,1,0,1,1508.037,14,Bonds
DRF49,7.27,0,0.071064499,14,114.4518,OFF035,2004,2,1,1,1366.2216,9,ETF
FDK20,12.6,1,0.041726942,6,122.0072,OFF018,2009,1,2,2,1470.0864,4,Bonds
FDB27,7.575,0,0.055121892,4,196.7768,OFF027,1985,1,2,3,5912.304,28,Bonds
NCS18,12.65,0,0.042211119,9,108.6938,OFF046,1997,2,0,1,1393.5194,16,Private Equity
FDZ49,11,1,0.132500853,3,220.3798,OFF027,1985,1,2,3,5289.1152,28,Bonds
FDN32,17.5,0,0.015557426,6,184.7266,OFF035,2004,2,1,1,2213.1192,9,Bonds
FDO37,8.06,0,0.021409913,2,229.7326,OFF049,1999,1,0,1,6930.978,14,Bonds
NCD31,12.1,0,0.015497337,9,165.5526,OFF018,2009,1,2,2,3453.5046,4,Private Equity
NCV30,20.2,0,0.065612808,9,62.351,OFF027,1985,1,2,3,2150.534,28,Private Equity
FDY49,17.2,1,0.012030747,3,166.6184,OFF049,1999,1,0,1,1155.8288,14,Bonds
FDM10,18.25,0,0.075603699,13,215.1218,OFF027,1985,1,2,3,3205.827,28,Bonds
FDT11,5.94,1,0.029372367,1,186.7556,OFF046,1997,2,0,1,3942.8676,16,Bonds
FDD39,16.7,0,0.070096518,4,217.885,OFF013,1987,0,2,1,3894.93,26,Bonds
NCL31,7.39,0,0.120258245,11,141.547,OFF035,2004,2,1,1,2290.352,9,Private Equity
FDZ47,20.7,1,0.079281476,0,100.1042,OFF035,2004,2,1,1,892.8378,9,Bonds
NCU18,15.1,0,0.097768728,9,142.4496,OFF019,1985,2,0,0,564.5984,28,Private Equity
FDJ58,15.6,1,0.104786172,13,172.2764,OFF027,1985,1,2,3,1545.9876,28,Bonds
FDX12,18.2,1,0.043626605,0,241.4196,OFF010,1998,2,2,0,482.0392,15,Bonds
FDV60,20.2,1,0.117839328,0,195.211,OFF018,2009,1,2,2,2356.932,4,Bonds
NCB19,6.525,0,0.089858447,9,84.5882,OFF027,1985,1,2,3,2061.3168,28,Private Equity
FDH45,15.1,1,0.185008985,6,42.3796,OFF019,1985,2,0,0,123.8388,28,Bonds
FDB03,17.75,1,0.156701315,4,240.7538,OFF013,1987,0,2,1,4566.7222,26,Bonds
FDI27,8.71,1,0.045967003,4,43.5744,OFF017,2007,2,1,1,498.0184,6,Bonds
FDN22,18.85,1,0.139087683,13,251.7724,OFF017,2007,2,1,1,3020.0688,6,Bonds
FDQ37,20.75,0,0.089243789,2,192.0478,OFF035,2004,2,1,1,4649.9472,9,Bonds
FDM02,12.5,1,0.073721115,3,85.6198,OFF035,2004,2,1,1,610.5386,9,Bonds
FDW38,5.325,1,0.138679995,4,53.7298,OFF046,1997,2,0,1,862.8768,16,Bonds
FDP34,12.85,0,0.240268248,13,156.463,OFF019,1985,2,0,0,312.926,28,Bonds
FDY55,16.75,0,0.081428119,6,255.3988,OFF046,1997,2,0,1,4625.9784,16,Bonds
FDL34,16,0,0.040911824,13,141.2496,OFF013,1987,0,2,1,3387.5904,26,Bonds
FDA09,13.35,1,0.149974858,13,179.766,OFF018,2009,1,2,2,5932.278,4,Bonds
FDM51,11.8,1,0.026072872,10,99.8674,OFF017,2007,2,1,1,1018.674,6,Bonds
